ANO_LETIVO;CODIGO_CIE;CODIGO_INEP;CODIGO_DIRETORIA;NOME_DIRETORIA;NOME_ESCOLA;NOME_MUNICIPIO;ANOS_INICIAIS;ANOS_FINAIS;ENSINO_MEDIO
2018;35087;35035087;21102;REGISTRO;RUY PRADO DE MENDONCA FILHO PROFESSOR;REGISTRO;;3.6900000000;2.8000000000
2018;38453;35038453;10602;MAUA;JOAO PAULO II;MAUA;;4.5800000000;3.0700000000
2018;46619;35046619;10704;OSASCO;ORLANDO GERIBOLA PROFESSOR;OSASCO;;3.0200000000;1.9900000000
2018;40770;35040770;10704;OSASCO;NEUZA DE OLIVEIRA PREVIDE PROFESSORA;OSASCO;;3.0500000000;2.0100000000
2018;9885;35009885;10701;CARAPICUIBA;EDGARD DE MOURA BITTENCOURT DESEMBARGADOR;CARAPICUIBA;;3.1400000000;
2018;925470;35925470;10701;CARAPICUIBA;MARIA HELENA MARDEGAN SCABELLO PROFESSORA;CARAPICUIBA;;2.1800000000;1.2300000000
2018;46607;35046607;10703;ITAPEVI;JOAO NASCIF CHALUPP;ITAPEVI;;2.4000000000;1.9000000000
2018;908548;35908548;10703;ITAPEVI;PAULO DE ABREU;ITAPEVI;;2.8700000000;2.2900000000
2018;10424;35010424;10703;ITAPEVI;CELINA DE BARROS BAIRAO PROFESSORA;ITAPEVI;;3.2900000000;1.9200000000
2018;923837;35923837;10602;MAUA;JARDIM CRUZEIRO;MAUA;;2.7300000000;2.0600000000
2018;7821;35007821;10602;MAUA;MIRNA LOIDE CORREIA FERLE PROFESSORA;MAUA;;3.1700000000;2.5000000000
2018;45056;35045056;10602;MAUA;ESPERANCA DE OLIVEIRA SAAVEDRA DONA;MAUA;6.1100000000;;
2018;7705;35007705;10602;MAUA;ANTONIO PRADO JUNIOR;MAUA;5.0400000000;;
2018;7730;35007730;10602;MAUA;ADELAIDE ESCOBAR BUENO PROFESSORA;MAUA;6.5300000000;;
2018;7808;35007808;10602;MAUA;IRACEMA CREM PROFESSORA;MAUA;8.8700000000;3.3200000000;2.2200000000
2018;434164;35434164;10602;MAUA;JARDIM ZAIRA VIII;MAUA;;3.0800000000;1.8100000000
2018;41968;35041968;10602;MAUA;OLINDA FURTADO DE ALBUQUERQUE CAVALCANTE PROFESSORA;MAUA;5.3900000000;;
2018;7812;35007812;10602;MAUA;CLODOALDO PORTUGAL CARIBE;MAUA;5.9500000000;;
2018;920307;35920307;10602;MAUA;MANOEL RODRIGUES PROFESSOR;MAUA;4.5500000000;;
2018;904739;35904739;10602;MAUA;HANS GRUDZINSKI;MAUA;;3.2700000000;2.8700000000
2018;7648;35007648;10602;MAUA;MARILENE DE OLIVEIRA ACETTO PROFESSORA;MAUA;7.8500000000;3.5300000000;2.5500000000
2018;7560;35007560;10602;MAUA;THEREZINHA SARTORI PROFESSORA;MAUA;;4.8300000000;4.0900000000
2018;10844;35010844;10704;OSASCO;MARIA AUGUSTA SIQUEIRA PROFESSORA;OSASCO;;;1.9400000000
2018;11137;35011137;10704;OSASCO;NEWTON ESPIRITO SANTO AYRES PROFESSOR;OSASCO;;3.0000000000;2.0700000000
2018;10807;35010807;10704;OSASCO;ANTONIO PAIVA DE SAMPAIO CORONEL;OSASCO;;3.4100000000;1.7700000000
2018;924039;35924039;10704;OSASCO;CLAUDINEI GARCIA PROFESSOR;OSASCO;;2.7000000000;2.4400000000
2018;9659;35009659;10701;CARAPICUIBA;BENEDITO DE LIMA TUCUNDUVA DOUTOR;CARAPICUIBA;;2.4700000000;2.0100000000
2018;9702;35009702;10701;CARAPICUIBA;OSVALDO ELCI PROFESSOR;CARAPICUIBA;4.2800000000;;
2018;41336;35041336;10701;CARAPICUIBA;JOAO GARCIA DE HARO PROFESSOR;CARAPICUIBA;4.5600000000;2.8000000000;1.8000000000
2018;9647;35009647;10701;CARAPICUIBA;FLORA STELLA PROFESSORA;CARAPICUIBA;5.7800000000;;
2018;9696;35009696;10701;CARAPICUIBA;ALBERTO KENWORTHY;CARAPICUIBA;6.8000000000;4.0300000000;
2018;908629;35908629;10701;CARAPICUIBA;PAULO IDEVAR FERRAREZI SUPERVISOR;CARAPICUIBA;4.2500000000;3.7500000000;
2018;918829;35918829;10701;CARAPICUIBA;JOSE MARIA PEREZ FERREIRA PROFESSOR;CARAPICUIBA;;3.4700000000;1.9200000000
2018;35476;35035476;10701;CARAPICUIBA;CELSO PACHECO BENTIN PROFESSOR;CARAPICUIBA;5.2400000000;;
2018;9817;35009817;10701;CARAPICUIBA;VICTORIO FORNASARO;CARAPICUIBA;7.4100000000;4.4400000000;2.5300000000
2018;29543;35029543;20801;ANDRADINA;ARMEL MIRANDA;CASTILHO;;3.0300000000;2.6700000000
2018;30995;35030995;20901;ADAMANTINA;GUILHERME BUZINARO PREFEITO;FLORA RICA;;;3.1000000000
2018;27972;35027972;20710;SAO JOSE DO RIO PRETO;JOAO PEDRO FERRAZ;IBIRA;;;3.0400000000
2018;17498;35017498;20409;MOGI MIRIM;FENIZIO MARCHINI PROF;ITAPIRA;;4.6100000000;2.6000000000
2018;17681;35017681;20409;MOGI MIRIM;ELVIRA SANTOS DE OLIVEIRA DONA;ITAPIRA;;3.2900000000;2.4200000000
2018;12877;35012877;20202;GUARATINGUETA;ANDRE BROCA PROF;ROSEIRA;;;2.3600000000
2018;24375;35024375;20507;RIBEIRAO PRETO;AGENOR MEDEIROS PROFESSOR;SAO SIMAO;;2.9800000000;2.3500000000
2018;17802;35017802;20403;BRAGANCA PAULISTA;ADELIO FERRAZ DE CASTRO;VARGEM;;;2.4100000000
2018;5551;35005551;10401;CAIEIRAS;JOAQUIM MARQUES DA SILVA SOBRINHO TTE;CAJAMAR;;;3.8100000000
2018;38337;35038337;10401;CAIEIRAS;ANA MARIA GARRIDO ORLANDIN PROFA;CAJAMAR;;;1.5400000000
2018;462767;35462767;20307;SAO ROQUE;MALIR TEREZINHA RAMALHO GOMES PROFESSORA;IBIUNA;;3.9500000000;
2018;14187;35014187;20204;PINDAMONHANGABA;AMALIA GARCIA RIBEIRO PATTO PROFESSORA;TREMEMBE;;;2.6600000000
2018;42959;35042959;20602;JAU;FRANCISCO FERREIRA DELGADO JUNIOR CONEGO;BARRA BONITA;;3.4400000000;2.7600000000
2018;565805;35565805;20409;MOGI MIRIM;PROFESSORA MARIA DE LOURDES LIMA;CONCHAL;;;4.3100000000
2018;4118;35004118;20208;CARAGUATATUBA;BAIRRO ÁGUA BRANCA;ILHABELA;;;2.5200000000
2018;18892;35018892;20415;SUMARE;PORPHYRIO DA PAZ GENERAL;PAULINIA;;;2.8300000000
2018;922663;35922663;20908;SANTO ANASTACIO;HIROSHI SHIRASSU SHIRUCA PROFESSOR;PRESIDENTE VENCESLAU;;3.7100000000;
2018;25012;35025012;20511;TAQUARITINGA;JOEL MIRANDA CAPITAO;SANTA ERNESTINA;;4.2900000000;4.8400000000
2018;13638;35013638;20205;SAO JOSE DOS CAMPOS;FRANCISCO JOAO LEME;SAO JOSE DOS CAMPOS;3.9100000000;3.2500000000;
2018;37849;35037849;20205;SAO JOSE DOS CAMPOS;JENI DAVI BACHA PROFESSORA;SAO JOSE DOS CAMPOS;4.1700000000;2.8900000000;2.6600000000
2018;13894;35013894;20205;SAO JOSE DOS CAMPOS;SUELY ANTUNES DE MELLO PROFESSORA;SAO JOSE DOS CAMPOS;6.9000000000;;
2018;919731;35919731;20205;SAO JOSE DOS CAMPOS;MARIA GOMIDE SANTOS DE SOUZA PROFESSORA;SAO JOSE DOS CAMPOS;6.4100000000;;
2018;35361;35035361;20205;SAO JOSE DOS CAMPOS;MARIA DOLORES VERISSIMO MADUREIRA PROFESSORA;SAO JOSE DOS CAMPOS;;;5.7100000000
2018;13493;35013493;20205;SAO JOSE DOS CAMPOS;EDEWALDO FREITAS GAIA SANT ANA PROFESSOR;SAO JOSE DOS CAMPOS;7.6600000000;;
2018;901581;35901581;20205;SAO JOSE DOS CAMPOS;GERALDINA COELHO MONTEIRO PROFESSORA;SAO JOSE DOS CAMPOS;;3.1100000000;2.6900000000
2018;905100;35905100;20205;SAO JOSE DOS CAMPOS;MARIA APARECIDA VERISSIMO MADUREIRA RAMOS PROFESSORA;SAO JOSE DOS CAMPOS;6.4000000000;3.9300000000;3.2600000000
2018;26190;35026190;20604;LINS;PASCHOAL FLAMINO;URU;;3.6200000000;1.9500000000
2018;20722;35020722;20413;SAO JOAO DA BOA VISTA;EGLE LUPORINI COSTA PROFESSORA;AGUAI;;3.0500000000;2.2500000000
2018;922365;35922365;20801;ANDRADINA;ALICE MARQUES DA SILVA ROCHA;ANDRADINA;;4.1100000000;2.7300000000
2018;920484;35920484;20601;BAURU;MARTA APARECIDA HJERTQUIST BARBOSA PROFA;BAURU;4.5000000000;4.0400000000;
2018;49645;35049645;20601;BAURU;FRANCISCO ALVES BRIZOLA PROF;BAURU;;2.2700000000;1.1300000000
2018;43597;35043597;20601;BAURU;AZARIAS LEITE;BAURU;;3.2200000000;2.8600000000
2018;900229;35900229;20601;BAURU;DURVAL GUEDES DE AZEVEDO PROF;BAURU;;2.3400000000;1.9100000000
2018;25501;35025501;20601;BAURU;VERA CAMPAGNANI PROFA;BAURU;;3.3500000000;2.2300000000
2018;49657;35049657;20601;BAURU;JOAO MARINGONI;BAURU;3.6400000000;2.2500000000;1.7000000000
2018;25239;35025239;20601;BAURU;AYRTON BUSCH PROF;BAURU;3.9200000000;3.0300000000;1.8000000000
2018;25227;35025227;20601;BAURU;ANTONIO XAVIER MENDONCA PROF;BAURU;5.7800000000;;
2018;13161;35013161;20202;GUARATINGUETA;FRANCISCO MARQUES DE OLIVEIRA JUNIOR PROF;LORENA;;2.1700000000;1.8400000000
2018;33005;35033005;21001;ASSIS;CLAUDIO DE SOUZA DR;LUTECIA;;3.9300000000;3.7500000000
2018;925019;35925019;20310;VOTORANTIM;MARIA APARECIDA RECHINELI MODANEZI PROFESSORA;PILAR DO SUL;;3.2000000000;2.8400000000
2018;32487;35032487;21006;TUPA;"BENEDICTO MARTINS BARBOSA ";RANCHARIA;;4.9400000000;
2018;47946;35047946;20205;SAO JOSE DOS CAMPOS;HENRIQUETA COSTA PORTO PROFESSORA;SAO JOSE DOS CAMPOS;7.5000000000;;
2018;901532;35901532;20205;SAO JOSE DOS CAMPOS;DINORA PEREIRA RAMOS BRITO PROFESSORA;SAO JOSE DOS CAMPOS;5.3500000000;2.5200000000;2.0200000000
2018;495529;35495529;20205;SAO JOSE DOS CAMPOS;JARDIM REPUBLICA;SAO JOSE DOS CAMPOS;;;2.7400000000
2018;45470;35045470;20205;SAO JOSE DOS CAMPOS;MARILDA FERREIRA DE BRITO BARROS PEREIRA;SAO JOSE DOS CAMPOS;6.7400000000;4.6000000000;3.7300000000
2018;10005;35010005;10702;ITAPECERICA DA SERRA;JOAO BAPTISTA DE OLIVEIRA;ITAPECERICA DA SERRA;;3.8300000000;
2018;35427;35035427;10702;ITAPECERICA DA SERRA;LUCIA AKEMI MIYA PROFA;ITAPECERICA DA SERRA;;3.3500000000;3.0200000000
2018;37138;35037138;10702;ITAPECERICA DA SERRA;GERTRUDES EDER;ITAPECERICA DA SERRA;;3.4000000000;2.1700000000
2018;9982;35009982;10702;ITAPECERICA DA SERRA;MATILDE MARIA CREMM;ITAPECERICA DA SERRA;;3.2400000000;3.1200000000
2018;29889;35029889;20802;ARACATUBA;JORGE CORREA PROF;ARACATUBA;;5.4400000000;4.3500000000
2018;29804;35029804;20802;ARACATUBA;VITOR ANTONIO TRINDADE PROF;ARACATUBA;;3.2100000000;2.6100000000
2018;33753;35033753;21003;MARILIA;BICUDO MONSENHOR;MARILIA;;3.2900000000;2.4200000000
2018;33637;35033637;21003;MARILIA;RUTH MAMEDE DE GODOY PROFA;MARILIA;4.7800000000;3.6900000000;2.1500000000
2018;33765;35033765;21003;MARILIA;WALDEMAR MONIZ DA ROCHA BARROS DR;MARILIA;;3.6600000000;
2018;43655;35043655;21003;MARILIA;ORACINA CORREA DE MORAES RODINE PROFA;MARILIA;;3.7800000000;2.1500000000
2018;33856;35033856;21003;MARILIA;BALTAZAR DE GODOY MOREIRA PROF;MARILIA;;3.5100000000;2.2100000000
2018;23036;35023036;20507;RIBEIRAO PRETO;MACARIO DE ALMEIDA CONEGO;SANTO ANTONIO DA ALEGRIA;;3.2100000000;3.0700000000
2018;11605;35011605;20102;SANTOS;ARMANDO BELLEGARD PROFESSOR;BERTIOGA;;2.6400000000;2.1700000000
2018;34368;35034368;20311;PIRAJU;JOSE TROMBI MONSENHOR;FARTURA;;3.6300000000;3.5100000000
2018;34373;35034373;20311;PIRAJU;MARCOS RIBEIRO CORONEL;FARTURA;;4.1700000000;4.4000000000
2018;915087;35915087;20305;ITAPEVA;BAIRRO FERREIRA DOS MATOS;RIBEIRAO GRANDE;;3.4900000000;3.2000000000
2018;39676;35039676;20206;TAUBATE;MALVINA LEITE E SILVA PROFESSORA;CACAPAVA;;3.4900000000;1.7800000000
2018;34061;35034061;21004;OURINHOS;JUSTINA DE OLIVEIRA GONCALVES PROFESSORA;OURINHOS;;4.0300000000;3.6000000000
2018;577145;35577145;21004;OURINHOS;RECANTO DOS PASSAROS;OURINHOS;;2.2300000000;1.5400000000
2018;14266;35014266;20206;TAUBATE;URBANO ALVES DE SOUZA PEREIRA ENGENHEIRO;TAUBATE;;;3.4800000000
2018;16585;35016585;20306;ITU;JEFFERSON SOARES DE SOUZA PROF;JUMIRIM;;;3.8600000000
2018;22901;35022901;20507;RIBEIRAO PRETO;ANTONIO BARREIROS PROFESSOR;ALTINOPOLIS;;3.8600000000;2.3500000000
2018;462822;35462822;20415;SUMARE;PARQUE DOS SERVIDORES;PAULINIA;;;4.0700000000
2018;27066;35027066;20703;JALES;OSCAR ANTONIO DA COSTA;SAO FRANCISCO;6.5600000000;4.2700000000;4.0900000000
2018;49219;35049219;20206;TAUBATE;PEREIRA DE MATTOS DOUTOR;CACAPAVA;;;4.1800000000
2018;919767;35919767;20206;TAUBATE;ARRECIERES NATALI;CACAPAVA;;2.9900000000;1.8600000000
2018;191516;35191516;20302;AVARE;PROFESSORA MARIANA APARECIDA TODESCATO;CERQUEIRA CESAR;;2.8700000000;3.0900000000
2018;15945;35015945;20307;SAO ROQUE;EUCLIDES MARIA BORBA;IBIUNA;;3.6700000000;
2018;15970;35015970;20307;SAO ROQUE;LURDES PENNA CARMELO PROFESSORA;IBIUNA;6.7400000000;5.0800000000;2.7400000000
2018;414612;35414612;10101;NORTE 1;NOE RODRIGUES PADRE;SAO PAULO;5.2200000000;;
2018;41713;35041713;10208;LESTE 4;JOSE DE OLIVEIRA ORLANDI;SAO PAULO;;3.0100000000;2.1200000000
2018;5095;35005095;10317;SUL 1;HUGO LACORTE VITALE DEPUTADO;SAO PAULO;;2.5600000000;1.8200000000
2018;1485;35001485;10205;LESTE 5;GUERINO RASO;SAO PAULO;5.7400000000;;
2018;929;35000929;10102;CENTRO;ANTONIO VIEIRA PADRE;SAO PAULO;;;3.6700000000
2018;46309;35046309;10210;LESTE 2;TERCIO MORAES PEREIRA REV;SAO PAULO;;;4.3400000000
2018;1703;35001703;10205;LESTE 5;MARIO MARQUES DE OLIVEIRA PROFESSOR;SAO PAULO;;;3.2700000000
2018;2616;35002616;10208;LESTE 4;MARIA AUGUSTA DE AVILA PROFA;SAO PAULO;;1.7200000000;1.7900000000
2018;2070;35002070;10205;LESTE 5;BENEDITO ESTEVAM DOS SANTOS DOUTOR;SAO PAULO;6.7500000000;;
2018;2926;35002926;10210;LESTE 2;ARMANDO GOMES DE ARAUJO PROF;SAO PAULO;;2.6700000000;2.3800000000
2018;280;35000280;10101;NORTE 1;HUMBERTO DE SOUZA MELLO GENERAL;SAO PAULO;;3.3300000000;1.6200000000
2018;923540;35923540;10210;LESTE 2;GIORGIO GAGLIANI CAPUTO PADRE;SAO PAULO;5.0400000000;;
2018;21969;35021969;20501;ARARAQUARA;FLORESTANO LIBUTTI;ARARAQUARA;6.8300000000;;
2018;903358;35903358;20501;ARARAQUARA;LEONARDO BARBIERI DEPUTADO;ARARAQUARA;5.3600000000;3.9400000000;
2018;22073;35022073;20501;ARARAQUARA;JOAO MANOEL DO AMARAL;ARARAQUARA;;5.5100000000;
2018;580065;35580065;20602;JAU;PROFESSORA NELLY COLLEONE RAVAGNOLLI;BOCAINA;;2.4400000000;2.5200000000
2018;34125;35034125;21004;OURINHOS;THEODORICO DE OLIVEIRA PROFESSOR;CAMPOS NOVOS PAULISTA;;2.8800000000;3.2700000000
2018;10315;35010315;10706;TABOAO DA SERRA;IRACEMA BELLO ORICCHIO DOUTORA;EMBU DAS ARTES;6.0000000000;4.0300000000;2.9300000000
2018;38600;35038600;10706;TABOAO DA SERRA;JACQUES KLEIN;EMBU DAS ARTES;5.2000000000;2.7500000000;2.2500000000
2018;444388;35444388;10706;TABOAO DA SERRA;MARLENE APARECIDA MAIA OLBERG PROFESSORA;EMBU DAS ARTES;;4.0800000000;2.7100000000
2018;910715;35910715;10706;TABOAO DA SERRA;EDE WILSON GONZAGA PROFESSOR;EMBU DAS ARTES;;3.5700000000;2.0400000000
2018;44842;35044842;10706;TABOAO DA SERRA;HUGO CAROTINI;EMBU DAS ARTES;4.1900000000;2.7200000000;2.9900000000
2018;49013;35049013;10703;ITAPEVI;MANOEL AUGUSTO VIEIRA NETO DESEMBARGADOR;JANDIRA;;2.3200000000;1.3400000000
2018;44817;35044817;10703;ITAPEVI;LUIS DA CAMARA CASCUDO;JANDIRA;;2.8800000000;2.4300000000
2018;919305;35919305;20407;JUNDIAI;DUILIO MAZIERO;JARINU;;3.0600000000;2.5300000000
2018;901222;35901222;20407;JUNDIAI;ZULMIRO ALVES DE SIQUEIRA;JARINU;;3.3400000000;2.8100000000
2018;909373;35909373;20403;BRAGANCA PAULISTA;ELZA PECANHA DE GODOY;PIRACAIA;;4.2600000000;
2018;46486;35046486;10602;MAUA;MARIO LEANDRO PROFESSOR;RIBEIRAO PIRES;5.1800000000;3.4000000000;2.5900000000
2018;7985;35007985;10602;MAUA;JUDITH FERREIRA PIVA PROFESSORA;RIBEIRAO PIRES;;3.4500000000;2.6600000000
2018;20151;35020151;20408;LIMEIRA;ELY DE ALMEIDA CAMPOS PROFESSOR;LIMEIRA;;2.7100000000;2.2800000000
2018;49529;35049529;20408;LIMEIRA;ATALIBA PIRES DO AMARAL PROFESSOR;LIMEIRA;;3.8800000000;
2018;904016;35904016;20408;LIMEIRA;GUSTAVO PECCININI;LIMEIRA;;2.9600000000;1.9700000000
2018;45822;35045822;20408;LIMEIRA;MARIA DE SANTO INOCENCIO LIMA IRMA;LIMEIRA;;4.1800000000;3.0400000000
2018;20096;35020096;20408;LIMEIRA;ANTONIO PERCHES LORDELLO PROFESSOR;LIMEIRA;;5.2400000000;3.9000000000
2018;49517;35049517;20408;LIMEIRA;IDILIO JOSE SOARES DOM;LIMEIRA;;3.0100000000;1.5400000000
2018;20229;35020229;20408;LIMEIRA;CASTELLO BRANCO;LIMEIRA;;3.3400000000;2.4200000000
2018;901684;35901684;10101;NORTE 1;EDUARDO GOMES BRIGADEIRO COHAB;SAO PAULO;4.3000000000;3.0100000000;1.8000000000
2018;2744;35002744;10207;LESTE 1;FILOMENA MATARAZZO CONDESSA;SAO PAULO;;;1.9500000000
2018;268288;35268288;10208;LESTE 4;FAZENDA DA JUTA VI;SAO PAULO;5.0200000000;;
2018;923497;35923497;10317;SUL 1;EMANOEL ALVES DE ARAUJO ARTISTA PLASTICO;SAO PAULO;;2.8600000000;2.2100000000
2018;914712;35914712;10211;LESTE 3;SERGIO ESTANISLAU CAMARGO;SAO PAULO;5.7500000000;;
2018;4078;35004078;10312;CENTRO OESTE;CESAR MARTINEZ;SAO PAULO;6.9400000000;;
2018;449;35000449;10102;CENTRO;TAUNAY VISCONDE DE;SAO PAULO;5.7400000000;;
2018;498;35000498;10102;CENTRO;LUIZ GONZAGA RIGHINI PROFESSOR;SAO PAULO;;2.5200000000;1.8000000000
2018;910855;35910855;10207;LESTE 1;JOSE BORGES DOS SANTOS JUNIOR REV;SAO PAULO;5.1000000000;;
2018;4765;35004765;10312;CENTRO OESTE;BARROSO ALMIRANTE;SAO PAULO;5.4800000000;;
2018;922250;35922250;10102;CENTRO;GIANFRANCESCO S B M GUARNIERI;SAO PAULO;5.3700000000;;
2018;346;35000346;10101;NORTE 1;MANOEL DA NOBREGA PADRE;SAO PAULO;5.9800000000;;
2018;2896;35002896;10207;LESTE 1;GALILEO EMENDABILI ESCULTOR;SAO PAULO;5.9400000000;;
2018;296740;35296740;10317;SUL 1;MIGUEL ARRAES GOVERNADOR;SAO PAULO;4.7200000000;;
2018;44465;35044465;10318;SUL 3;ANTONIO PEREIRA LIMA DR;SAO PAULO;;2.3800000000;1.6700000000
2018;4085;35004085;10312;CENTRO OESTE;CLORINDA DANTI PROFESSORA;SAO PAULO;4.6500000000;;
2018;838;35000838;10205;LESTE 5;JOAO VIEIRA DE ALMEIDA;SAO PAULO;;3.8000000000;2.1900000000
2018;3797;35003797;10316;CENTRO SUL;FABIANO LOZANO MAESTRO;SAO PAULO;;4.4300000000;3.7400000000
2018;3724;35003724;10316;CENTRO SUL;ROLDAO LOPES DE BARROS PROFESSOR;SAO PAULO;;2.5700000000;3.0200000000
2018;11630;35011630;20102;SANTOS;LINCOLN FELICIANO;CUBATAO;5.5800000000;4.0200000000;
2018;13328;35013328;20205;SAO JOSE DOS CAMPOS;MARIA FERREIRA SONNEWEND PROFESSORA;MONTEIRO LOBATO;;3.3300000000;2.9600000000
2018;924684;35924684;10314;SUL 2;JARDIM ARACATI II;SAO PAULO;4.9600000000;;1.8800000000
2018;48744;35048744;10314;SUL 2;SOICHI MABE;SAO PAULO;;2.9100000000;2.0900000000
2018;79881;35079881;10210;LESTE 2;SANDRA RODRIGUES DE OLIVEIRA;SAO PAULO;6.7400000000;;
2018;908940;35908940;10205;LESTE 5;MARIA PRESTES MAIA;SAO PAULO;6.1400000000;;
2018;902664;35902664;10314;SUL 2;ROSA PAVONE PIMONT DOUTORA;SAO PAULO;4.0400000000;3.3900000000;1.7700000000
2018;923588;35923588;10210;LESTE 2;MARIA DE LOURDES VIEIRA;SAO PAULO;;3.0200000000;1.7800000000
2018;579476;35579476;10104;NORTE 2;SÓCRATES BRASILEIRO SAMPAIO DE SOUZA VIEIRA DE OLIVEIRA;SAO PAULO;5.4800000000;;
2018;37473;35037473;10314;SUL 2;SAMUEL MORSE PROFESSOR;SAO PAULO;4.7800000000;2.8500000000;1.8800000000
2018;37643;35037643;10101;NORTE 1;ANTONIO CARLOS FERREIRA NOBRE PROFESSOR;SAO PAULO;;4.1700000000;
2018;909014;35909014;10208;LESTE 4;PARQUE SAVOY CITY II;SAO PAULO;5.7700000000;;
2018;916500;35916500;10210;LESTE 2;HUGO TAKAHASHI ENG;SAO PAULO;5.2800000000;;
2018;2483;35002483;10207;LESTE 1;ESTHER FRANKEL SAMPAIO;SAO PAULO;;3.1000000000;1.8100000000
2018;16512;35016512;20303;BOTUCATU;ALDO ANGELINI;PORANGABA;;3.5600000000;2.9700000000
2018;27960;35027960;20704;JOSE BONIFACIO;MARIA CARDOSO CASTILHO;SALES;;5.0700000000;3.3000000000
2018;34236;35034236;20311;PIRAJU;ORIZENA DE SOUZA ELENA PROFESSORA;TEJUPA;;3.8800000000;2.7300000000
2018;28319;35028319;20703;JALES;JOSE JOAQUIM DOS SANTOS PROFESSOR;TRES FRONTEIRAS;;3.7500000000;2.9300000000
2018;913972;35913972;20419;CAPIVARI;DEOLINDA MANEIRA SEVERO PROFESSORA;INDAIATUBA;;3.6600000000;2.3000000000
2018;920666;35920666;20419;CAPIVARI;JOSE DE CAMPOS PROFESSOR;INDAIATUBA;;5.0900000000;
2018;907424;35907424;20419;CAPIVARI;AURORA SCODRO GROFF;INDAIATUBA;;4.6000000000;2.8700000000
2018;919135;35919135;20604;LINS;EDUARDO REBOUCAS DE CARVALHO PADRE;LINS;;2.5600000000;
2018;17425;35017425;20409;MOGI MIRIM;CLODOVEU BARBOSA PROF;MONTE ALEGRE DO SUL;;;3.5300000000
2018;30363;35030363;20804;PENAPOLIS;YONE DIAS DE AGUIAR PROFESSORA;PENAPOLIS;;4.0500000000;2.8200000000
2018;31744;35031744;20904;PRESIDENTE PRUDENTE;MARIA LUIZA BASTOS PROFESSORA;PRESIDENTE PRUDENTE;;4.0400000000;3.6500000000
2018;31884;35031884;20904;PRESIDENTE PRUDENTE;CELESTINA DE CAMPOS TOLEDO TEIXEIRA PROFESSORA;PRESIDENTE PRUDENTE;;2.8500000000;1.8800000000
2018;17361;35017361;20409;MOGI MIRIM;FRANCISCO TOZZI DR;AGUAS DE LINDOIA;;;4.3700000000
2018;47284;35047284;20408;LIMEIRA;JOAO OMETTO;IRACEMAPOLIS;;4.1900000000;3.5300000000
2018;27561;35027561;20704;JOSE BONIFACIO;PORFIRIO DE ALCANTARA PIMENTEL CAPITAO;MONTE APRAZIVEL;;5.0000000000;2.6600000000
2018;13353;35013353;20204;PINDAMONHANGABA;ALZIRA FRANCO PROFESSORA;PINDAMONHANGABA;;4.1700000000;
2018;431597;35431597;20604;LINS;MOACYR MIRANDA PINTO PROFESSOR DOUTOR;PROMISSAO;;3.1200000000;
2018;924325;35924325;20204;PINDAMONHANGABA;DIRCE LEOPOLDINA CINTRA VILLAS BOAS PROFESSORA;PINDAMONHANGABA;;3.3900000000;2.7000000000
2018;13195;35013195;20204;PINDAMONHANGABA;JOAO MARTINS DE ALMEIDA PROFESSOR;PINDAMONHANGABA;;3.8000000000;2.8200000000
2018;908046;35908046;20204;PINDAMONHANGABA;JOSE WADIE MILAD PROFESSOR;PINDAMONHANGABA;;3.9400000000;3.2900000000
2018;13336;35013336;20204;PINDAMONHANGABA;MARIO BULCAO GIUDICE PROFESSOR;PINDAMONHANGABA;;4.0600000000;2.6700000000
2018;20412;35020412;20413;SAO JOAO DA BOA VISTA;ALMEIDA VERGUEIRO DR;ESPIRITO SANTO DO PINHAL;6.9600000000;;
2018;33893;35033893;21004;OURINHOS;ERNESTO FONSECA DOUTOR;CHAVANTES;;2.6200000000;2.5600000000
2018;910156;35910156;21102;REGISTRO;MARIA JÚLIA DE FRANÇA SILVA;ELDORADO;;3.2500000000;
2018;919664;35919664;20502;BARRETOS;ALZIRA TONELLI ZACCARELLI PROFESSORA;OLIMPIA;;4.1300000000;
2018;21878;35021878;20501;ARARAQUARA;PEDRO MORGANTI COMENDADOR;RINCAO;;1.8000000000;2.3000000000
2018;16639;35016639;20304;ITAPETININGA;CHICO PEREIRA;TATUI;;3.3500000000;2.0500000000
2018;916432;35916432;20304;ITAPETININGA;FERNANDO GUEDES DE MORAES PROF;TATUI;;2.6700000000;2.3900000000
2018;21805;35021805;20602;JAU;DINAH LUCIA BALESTRERO PROFESSORA;BROTAS;;2.3700000000;2.7900000000
2018;19215;35019215;20413;SAO JOAO DA BOA VISTA;JOAO CID GODOY PROFESSOR;MOCOCA;;3.6600000000;1.4400000000
2018;901295;35901295;20413;SAO JOAO DA BOA VISTA;ZENAIDE PERETO RIBEIRO ROCHA PROFESSORA;MOCOCA;;2.7100000000;1.6400000000
2018;21787;35021787;20408;LIMEIRA;BARAO DE PIRACICABA;RIO CLARO;;4.5100000000;
2018;923369;35923369;10602;MAUA;ANTONIO LUCAS;RIO GRANDE DA SERRA;5.8300000000;4.2200000000;2.6700000000
2018;904491;35904491;10602;MAUA;IVETE VARGAS DEPUTADA;RIO GRANDE DA SERRA;5.6700000000;;
2018;26554;35026554;20701;CATANDUVA;JOAQUIM ALVES FIGUEIREDO;CATANDUVA;;3.7000000000;2.0500000000
